	Province/State	Country/Region	Confirmed	Deaths	Recovered	recorded_date
62805		Brunei	135	1	92	Apr-09
62806		Bulgaria	618	24	48	Apr-09
62807		Burkina Faso	443	24	146	Apr-09
62808		Burma	23	3	2	Apr-09
62809		Burundi	3	0	0	Apr-09
62810		Cabo Verde	7	1	1	Apr-09
62811		Cambodia	119	0	62	Apr-09
62812		Cameroon	730	10	60	Apr-09
62813		Central African Republic	8	0	0	Apr-09
62814		Chad	11	0	2	Apr-09
62815		Chile	5972	57	1274	Apr-09
62816		Colombia	2223	69	174	Apr-09
62817		Congo (Brazzaville)	60	5	5	Apr-09
62818		Congo (Kinshasa)	180	18	9	Apr-09
62819		Costa Rica	539	3	30	Apr-09
62820		Cote d'Ivoire	444	3	52	Apr-09
62821		Croatia	1407	20	219	Apr-09
62822		Cuba	515	15	28	Apr-09
62823		Cyprus	564	10	53	Apr-09
62824		Czechia	5569	112	301	Apr-09
62825		Denmark	5635	237	1736	Apr-09
62826		Diamond Princess	712	11	619	Apr-09
62827		Djibouti	135	0	25	Apr-09
62828		Dominica	15	0	1	Apr-09
62829		Dominican Republic	2349	118	80	Apr-09
62830		Ecuador	4965	272	339	Apr-09
62831		Egypt	1699	118	348	Apr-09
62832		El Salvador	103	6	14	Apr-09
62833		Equatorial Guinea	18	0	3	Apr-09
62834		Eritrea	33	0	0	Apr-09
62835		Estonia	1207	24	83	Apr-09
62836		Eswatini	12	0	7	Apr-09
62837		Ethiopia	56	2	4	Apr-09
62838		Fiji	15	0	0	Apr-09
62839		Finland	2605	42	300	Apr-09
62840		France	117749	12210	23206	Apr-09
62841		Gabon	44	1	1	Apr-09
62842		Gambia	4	1	2	Apr-09
62843		Georgia	218	3	51	Apr-09
62844		Germany	118181	2607	52407	Apr-09
62845		Ghana	378	6	3	Apr-09
62846		Greece	1955	87	269	Apr-09
62847		Grenada	12	0	0	Apr-09
62848		Guatemala	95	3	17	Apr-09
62849		Guinea	194	0	11	Apr-09
62850		Guinea-Bissau	36	0	0	Apr-09
62851		Guyana	37	6	8	Apr-09
62852		Haiti	30	2	0	Apr-09
62853		Holy See	8	0	2	Apr-09
62854		Honduras	343	23	6	Apr-09
62855		Hungary	980	66	96	Apr-09
62856		Iceland	1648	6	688	Apr-09
62857		India	6725	226	620	Apr-09
62858		Indonesia	3293	280	252	Apr-09
62859		Iran	66220	4110	32309	Apr-09
62860		Iraq	1232	69	496	Apr-09
62861		Ireland	6574	263	25	Apr-09
62862		Israel	9968	86	1011	Apr-09
62863		Italy	143626	18279	28470	Apr-09
62864		Jamaica	63	4	12	Apr-09
62865		Japan	4667	94	632	Apr-09
62866		Jordan	372	7	161	Apr-09
62867		Kazakhstan	781	8	60	Apr-09
62868		Kenya	184	7	12	Apr-09
62869		Korea, South	10423	204	6973	Apr-09
62870		Kosovo	184	5	30	Apr-09
62871		Kuwait	910	1	111	Apr-09
62872		Kyrgyzstan	280	4	35	Apr-09
62873		Laos	16	0	0	Apr-09
62874		Latvia	589	3	16	Apr-09
62875		Lebanon	582	19	67	Apr-09
62876		Liberia	31	4	3	Apr-09
62877		Libya	24	1	8	Apr-09
62878		Liechtenstein	78	1	55	Apr-09
62879		Lithuania	955	16	8	Apr-09
62880		Luxembourg	3115	52	500	Apr-09
62881		MS Zaandam	9	2	0	Apr-09
62882		Madagascar	93	0	11	Apr-09
62883		Malawi	8	1	0	Apr-09
62884		Malaysia	4228	67	1608	Apr-09
62885		Maldives	19	0	13	Apr-09
62886		Mali	74	7	22	Apr-09
62887		Malta	337	2	16	Apr-09
62888		Mauritania	7	1	2	Apr-09
62889		Mauritius	314	7	23	Apr-09
62890		Mexico	3181	174	633	Apr-09
62891		Moldova	1289	29	50	Apr-09
62892		Monaco	84	1	5	Apr-09
62893		Mongolia	16	0	4	Apr-09
62894		Montenegro	252	2	4	Apr-09
62895		Morocco	1374	97	109	Apr-09
62896		Mozambique	17	0	1	Apr-09
62897		Namibia	16	0	3	Apr-09
62898		Nepal	9	0	1	Apr-09
62899		Netherlands	21762	2396	250	Apr-09
62900		New Zealand	1239	1	317	Apr-09
62901		Nicaragua	7	1	0	Apr-09
62902		Niger	410	11	40	Apr-09
62903		Nigeria	288	7	51	Apr-09
62904		North Macedonia	663	30	37	Apr-09
62905		Norway	6211	108	32	Apr-09
62906		Oman	457	3	109	Apr-09
62907		Pakistan	4489	65	572	Apr-09
62908		Panama	2528	63	16	Apr-09
62909		Papua New Guinea	2	0	0	Apr-09
62910		Paraguay	124	5	18	Apr-09
62911		Peru	5256	138	1438	Apr-09
62912		Philippines	4076	203	124	Apr-09
62913		Poland	5575	174	284	Apr-09
62914		Portugal	13956	409	205	Apr-09
62915		Qatar	2376	6	206	Apr-09
62916		Romania	5202	248	647	Apr-09
62917		Russia	10131	76	698	Apr-09
62918		Rwanda	110	0	7	Apr-09
62919		Saint Kitts and Nevis	11	0	0	Apr-09
62920		Saint Lucia	14	0	1	Apr-09
62921		Saint Vincent and the Grenadines	12	0	1	Apr-09
62922		San Marino	333	34	49	Apr-09
62923		Sao Tome and Principe	4	0	0	Apr-09
62924		Saudi Arabia	3287	44	666	Apr-09
62925		Senegal	250	2	123	Apr-09
62926		Serbia	2867	66	0	Apr-09
62927		Seychelles	11	0	0	Apr-09
62928		Sierra Leone	7	0	0	Apr-09
62929		Singapore	1910	6	460	Apr-09
62930		Slovakia	701	2	23	Apr-09
62931		Slovenia	1124	43	128	Apr-09
62932		Somalia	12	1	1	Apr-09
62933		South Africa	1934	18	95	Apr-09
62934		South Sudan	3	0	0	Apr-09
62935		Spain	153222	15447	52165	Apr-09
62936		Sri Lanka	190	7	49	Apr-09
62937		Sudan	15	2	2	Apr-09
62938		Suriname	10	1	4	Apr-09
62939		Sweden	9141	793	205	Apr-09
62940		Switzerland	24051	948	10600	Apr-09
62941		Syria	19	2	4	Apr-09
62942		Taiwan*	380	5	67	Apr-09
62943		Tanzania	25	1	5	Apr-09
62944		Thailand	2423	32	940	Apr-09
62945		Timor-Leste	1	0	0	Apr-09
62946		Togo	73	3	24	Apr-09
62947		Trinidad and Tobago	109	8	1	Apr-09
62948		Tunisia	643	25	25	Apr-09
62949		Turkey	42282	908	2142	Apr-09
62950		Uganda	53	0	0	Apr-09
62951		Ukraine	1892	57	45	Apr-09
62952		United Arab Emirates	2990	14	268	Apr-09
62953		Uruguay	456	7	192	Apr-09
62954		Uzbekistan	582	3	38	Apr-09
62955		Venezuela	171	9	84	Apr-09
62956		Vietnam	255	0	128	Apr-09
62957		West Bank and Gaza	263	1	44	Apr-09
62958		Western Sahara	4	0	0	Apr-09
62959		Zambia	39	1	24	Apr-09
62960		Zimbabwe	11	3	0	Apr-09
62961	South Carolina	US	7	0	0	Apr-10
62962	Louisiana	US	94	4	0	Apr-10
62963	Virginia	US	12	0	0	Apr-10
62964	Idaho	US	495	6	0	Apr-10
62965	Iowa	US	1	0	0	Apr-10
62966	Kentucky	US	6	0	0	Apr-10
62967	Missouri	US	11	0	0	Apr-10
62968	Oklahoma	US	26	2	0	Apr-10
62969	Colorado	US	475	14	0	Apr-10
62970	Idaho	US	1	0	0	Apr-10
62971	Illinois	US	24	0	0	Apr-10
62972	Indiana	US	4	0	0	Apr-10
62973	Mississippi	US	42	1	0	Apr-10
62974	Nebraska	US	38	0	0	Apr-10
62975	Ohio	US	3	0	0	Apr-10
62976	Pennsylvania	US	43	1	0	Apr-10
62977	Washington	US	30	0	0	Apr-10
62978	Wisconsin	US	2	0	0	Apr-10
62979	Vermont	US	50	0	0	Apr-10
62980	South Carolina	US	48	1	0	Apr-10
62981	Florida	US	167	0	0	Apr-10
62982	North Carolina	US	33	0	0	Apr-10
62983	California	US	766	20	0	Apr-10
62984	Colorado	US	5	0	0	Apr-10
62985	New York	US	426	11	0	Apr-10
62986	Wyoming	US	4	0	0	Apr-10
62987	Virginia	US	43	0	0	Apr-10
62988	Mississippi	US	7	0	0	Apr-10
62989	North Carolina	US	2	0	0	Apr-10
62990	Virginia	US	174	1	0	Apr-10
62991	Iowa	US	20	1	0	Apr-10
62992	Michigan	US	19	0	0	Apr-10
62993	Maryland	US	10	0	0	Apr-10
62994	New York	US	26	1	0	Apr-10
62995	North Carolina	US	2	0	0	Apr-10
62996	Virginia	US	2	0	0	Apr-10
62997	Pennsylvania	US	788	18	0	Apr-10
62998	Indiana	US	119	9	0	Apr-10
62999	Kentucky	US	3	0	0	Apr-10
63000	Louisiana	US	67	5	0	Apr-10
63001	Ohio	US	24	1	0	Apr-10
63002	South Carolina	US	4	0	0	Apr-10
63003	California	US	1	0	0	Apr-10
63004	California	US	7	0	0	Apr-10
63005	Virginia	US	9	0	0	Apr-10
63006	Virginia	US	9	0	0	Apr-10
63007	Mississippi	US	10	1	0	Apr-10
63008	Alaska	US	112	4	0	Apr-10
63009	Kansas	US	0	0	0	Apr-10
63010	Kentucky	US	3	1	0	Apr-10
63011	South Carolina	US	100	5	0	Apr-10
63012	Tennessee	US	11	1	0	Apr-10
63013	Texas	US	3	0	0	Apr-10
63014	Texas	US	11	0	0	Apr-10
63015	Maine	US	24	0	0	Apr-10
63016	Texas	US	16	0	0	Apr-10
63017	Maryland	US	554	16	0	Apr-10
63018	Minnesota	US	55	0	0	Apr-10
63019	North Carolina	US	9	0	0	Apr-10
63020	Nebraska	US	1	0	0	Apr-10
63021	Michigan	US	6	0	0	Apr-10
63022	Arizona	US	55	0	0	Apr-10
63023	Iowa	US	1	1	0	Apr-10
63024	Georgia	US	7	0	0	Apr-10
63025	Virginia	US	5	0	0	Apr-10
63026	Texas	US	2	0	0	Apr-10
63027	Colorado	US	877	19	0	Apr-10
63028	Colorado	US	6	0	0	Apr-10
63029	Michigan	US	4	0	0	Apr-10
63030	Arkansas	US	2	0	0	Apr-10
63031	Virginia	US	312	2	0	Apr-10
63032	Pennsylvania	US	22	0	0	Apr-10
63033	Maine	US	2	0	0	Apr-10
63034	Louisiana	US	397	19	0	Apr-10
63035	North Carolina	US	3	0	0	Apr-10
63036	Ohio	US	5	0	0	Apr-10
63037	Wisconsin	US	1	0	0	Apr-10
63038	Arkansas	US	9	0	0	Apr-10
63039	Ohio	US	19	0	0	Apr-10
63040	Washington	US	4	0	0	Apr-10
63041	Louisiana	US	105	1	0	Apr-10
63042	Texas	US	7	0	0	Apr-10
63043	Kansas	US	2	0	0	Apr-10
63044	Missouri	US	1	0	0	Apr-10
63045	Ohio	US	3	1	0	Apr-10
63046	Georgia	US	4	0	0	Apr-10
63047	New Jersey	US	211	6	0	Apr-10
63048	Oklahoma	US	1	0	0	Apr-10
63049	Mississippi	US	17	0	0	Apr-10
63050	Iowa	US	1	0	0	Apr-10
63051	Ohio	US	9	0	0	Apr-10
63052	Virginia	US	15	0	0	Apr-10
63053	South Dakota	US	1	0	0	Apr-10
63054	Texas	US	8	0	0	Apr-10
63055	Alabama	US	17	1	0	Apr-10
63056	Louisiana	US	56	1	0	Apr-10
63057	Colorado	US	9	0	0	Apr-10
63058	Georgia	US	14	0	0	Apr-10
63059	Florida	US	16	2	0	Apr-10
63060	Georgia	US	11	2	0	Apr-10
63061	Alabama	US	59	1	0	Apr-10
63062	Georgia	US	32	1	0	Apr-10
63063	Kentucky	US	1	0	0	Apr-10
63064	Maryland	US	1072	21	0	Apr-10
63065	Maryland	US	689	17	0	Apr-10
63066	South Carolina	US	6	0	0	Apr-10
63067	Texas	US	2	0	0	Apr-10
63068	Georgia	US	7	0	0	Apr-10
63069	Idaho	US	5	0	0	Apr-10
63070	Kansas	US	1	0	0	Apr-10
63071	Alabama	US	9	0	0	Apr-10
63072	West Virginia	US	4	0	0	Apr-10
63073	North Dakota	US	2	0	0	Apr-10
63074	Massachusetts	US	464	11	0	Apr-10
63075	South Carolina	US	5	0	0	Apr-10
63076	Kentucky	US	1	0	0	Apr-10
63077	Wisconsin	US	6	0	0	Apr-10
63078	Georgia	US	48	3	0	Apr-10
63079	Michigan	US	7	0	0	Apr-10
63080	Missouri	US	2	0	0	Apr-10
63081	Indiana	US	83	4	0	Apr-10
63082	Kansas	US	4	0	0	Apr-10
63083	Georgia	US	207	15	0	Apr-10
63084	Texas	US	23	1	0	Apr-10
63085	Missouri	US	6	0	0	Apr-10
63086	Kentucky	US	1	0	0	Apr-10
63087	Virginia	US	0	0	0	Apr-10
63088	Arkansas	US	4	0	0	Apr-10
63089	Florida	US	36	1	0	Apr-10
63090	Michigan	US	48	0	0	Apr-10
63091	Wisconsin	US	3	0	0	Apr-10
63092	South Dakota	US	22	2	0	Apr-10
63093	North Carolina	US	12	0	0	Apr-10
63094	South Carolina	US	186	5	0	Apr-10
63095	Louisiana	US	27	1	0	Apr-10
63096	Oklahoma	US	1	0	0	Apr-10
63097	Pennsylvania	US	139	13	0	Apr-10
63098	Montana	US	1	0	0	Apr-10
63099	Oklahoma	US	1	0	0	Apr-10
63100	Pennsylvania	US	3	0	0	Apr-10
63101	Tennessee	US	15	1	0	Apr-10
63102	Virginia	US	15	0	0	Apr-10
63103	Texas	US	2	0	0	Apr-10
63104	New Hampshire	US	21	0	0	Apr-10
63105	Texas	US	84	3	0	Apr-10
63106	Ohio	US	42	1	0	Apr-10
63107	Minnesota	US	5	0	0	Apr-10
63108	Georgia	US	8	0	0	Apr-10
63109	Vermont	US	31	1	0	Apr-10
63110	Arkansas	US	47	0	0	Apr-10
63111	Indiana	US	0	0	0	Apr-10
63112	Iowa	US	15	1	0	Apr-10
63113	Minnesota	US	1	0	0	Apr-10
63114	Mississippi	US	5	0	0	Apr-10
63115	Missouri	US	3	0	0	Apr-10
63116	Oregon	US	21	1	0	Apr-10
63117	Tennessee	US	4	0	0	Apr-10
63118	Washington	US	233	25	0	Apr-10
63119	Michigan	US	0	0	0	Apr-10
63120	New Jersey	US	8928	390	0	Apr-10
63121	South Carolina	US	67	1	0	Apr-10
63122	West Virginia	US	89	0	0	Apr-10
63123	Pennsylvania	US	720	12	0	Apr-10
63124	Massachusetts	US	329	18	0	Apr-10
63125	New Mexico	US	407	12	0	Apr-10
63126	Georgia	US	6	0	0	Apr-10
63127	Michigan	US	88	2	0	Apr-10
63128	North Carolina	US	12	1	0	Apr-10
63129	Alaska	US	1	0	0	Apr-10
63130	Texas	US	615	22	0	Apr-10
63131	Alabama	US	11	0	0	Apr-10
63132	Georgia	US	56	1	0	Apr-10
63133	Louisiana	US	27	1	0	Apr-10
63134	Montana	US	1	0	0	Apr-10
63135	Minnesota	US	1	0	0	Apr-10
63136	Idaho	US	2	0	0	Apr-10
63137	Iowa	US	35	0	0	Apr-10
63138	Indiana	US	4	0	0	Apr-10
63139	North Carolina	US	1	0	0	Apr-10
63140	Idaho	US	446	5	0	Apr-10
63141	Pennsylvania	US	9	0	0	Apr-10
63142	Texas	US	4	0	0	Apr-10
63143	Virginia	US	0	0	0	Apr-10
63144	Georgia	US	1	0	0	Apr-10
63145	Tennessee	US	3	0	0	Apr-10
63146	Alabama	US	12	0	0	Apr-10
63147	Tennessee	US	45	3	0	Apr-10
63148	Minnesota	US	22	0	0	Apr-10
63149	Mississippi	US	61	3	0	Apr-10
63150	Missouri	US	3	0	0	Apr-10
63151	South Dakota	US	3	0	0	Apr-10
63152	Illinois	US	4	0	0	Apr-10
63153	Idaho	US	3	0	0	Apr-10
63154	Idaho	US	11	0	0	Apr-10
63155	Arkansas	US	3	0	0	Apr-10
63156	Illinois	US	7	1	0	Apr-10
63157	Indiana	US	90	2	0	Apr-10
63158	Iowa	US	4	0	0	Apr-10
63159	Kentucky	US	23	1	0	Apr-10
63160	Missouri	US	78	1	0	Apr-10
63161	West Virginia	US	1	0	0	Apr-10
63162	Louisiana	US	175	7	0	Apr-10
63163	Virginia	US	21	0	0	Apr-10
63164	Colorado	US	217	3	0	Apr-10
63165	Kansas	US	7	1	0	Apr-10
63166	Kentucky	US	4	1	0	Apr-10
63167	Texas	US	29	1	0	Apr-10
63168	North Dakota	US	1	0	0	Apr-10
63169	Utah	US	12	0	0	Apr-10
63170	Kentucky	US	17	2	0	Apr-10
63171	Kentucky	US	9	0	0	Apr-10
63172	Kentucky	US	1	0	0	Apr-10
63173	Florida	US	22	0	0	Apr-10
63174	Pennsylvania	US	16	0	0	Apr-10
63175	Arkansas	US	6	0	0	Apr-10
63176	Tennessee	US	31	0	0	Apr-10
63177	Michigan	US	25	2	0	Apr-10
63178	Georgia	US	6	1	0	Apr-10
63179	West Virginia	US	1	0	0	Apr-10
63180	Texas	US	199	2	0	Apr-10
63181	Texas	US	116	9	0	Apr-10
63182	Kentucky	US	1	0	0	Apr-10
63183	Kentucky	US	3	0	0	Apr-10
63184	Iowa	US	2	0	0	Apr-10
63185	Florida	US	115	2	0	Apr-10
63186	Massachusetts	US	1086	23	0	Apr-10
63187	Rhode Island	US	37	0	0	Apr-10
63188	Virginia	US	1	0	0	Apr-10
63189	Montana	US	4	0	0	Apr-10
63190	West Virginia	US	3	0	0	Apr-10
63191	South Dakota	US	7	0	0	Apr-10
63192	Georgia	US	17	1	0	Apr-10
63193	New York	US	112	6	0	Apr-10
63194	Colorado	US	61	2	0	Apr-10
63195	Florida	US	2645	72	0	Apr-10
63196	Indiana	US	9	1	0	Apr-10
63197	Minnesota	US	7	1	0	Apr-10
63198	Ohio	US	4	1	0	Apr-10
63199	South Dakota	US	14	0	0	Apr-10
63200	Texas	US	8	0	0	Apr-10
63201	Wisconsin	US	55	1	0	Apr-10
63202	North Carolina	US	30	1	0	Apr-10
63203	Virginia	US	2	0	0	Apr-10
63204	Georgia	US	29	2	0	Apr-10
63205	Oklahoma	US	3	0	0	Apr-10
63206	Iowa	US	6	0	0	Apr-10
63207	Missouri	US	20	1	0	Apr-10
63208	Virginia	US	1	0	0	Apr-10
63209	Virginia	US	10	0	0	Apr-10
63210	Pennsylvania	US	1022	28	0	Apr-10
63211	Iowa	US	1	0	0	Apr-10
63212	Virginia	US	4	0	0	Apr-10
63213	Nebraska	US	31	1	0	Apr-10
63214	Wisconsin	US	2	1	0	Apr-10
63215	Kentucky	US	14	2	0	Apr-10
63216	Georgia	US	16	0	0	Apr-10
63217	Alabama	US	4	0	0	Apr-10
63218	North Carolina	US	36	2	0	Apr-10
63219	Illinois	US	4	0	0	Apr-10
63220	Georgia	US	21	0	0	Apr-10
63221	North Carolina	US	44	2	0	Apr-10
63222	North Dakota	US	2	0	0	Apr-10
63223	North Dakota	US	48	0	0	Apr-10
63224	Texas	US	6	0	0	Apr-10
63225	New Jersey	US	954	22	0	Apr-10
63226	Texas	US	6	0	0	Apr-10
63227	Nebraska	US	1	0	0	Apr-10
63228	Alabama	US	3	0	0	Apr-10
63229	Iowa	US	1	0	0	Apr-10
63230	Kansas	US	8	0	0	Apr-10
63231	Kentucky	US	2	0	0	Apr-10
63232	Missouri	US	10	0	0	Apr-10
63233	Ohio	US	112	2	0	Apr-10
63234	Pennsylvania	US	123	3	0	Apr-10
63235	California	US	13	0	0	Apr-10
63236	South Dakota	US	0	0	0	Apr-10
63237	Georgia	US	27	0	0	Apr-10
63238	North Carolina	US	94	1	0	Apr-10
63239	West Virginia	US	21	0	0	Apr-10
63240	Utah	US	30	0	0	Apr-10
63241	Louisiana	US	950	39	0	Apr-10
63242	Oklahoma	US	8	0	0	Apr-10
63243	California	US	8	0	0	Apr-10
63244	Louisiana	US	228	5	0	Apr-10
63245	Kentucky	US	5	0	0	Apr-10
63246	Louisiana	US	18	0	0	Apr-10
63247	Missouri	US	1	0	0	Apr-10
63248	North Carolina	US	14	0	0	Apr-10
63249	Texas	US	6	0	0	Apr-10
63250	Vermont	US	8	0	0	Apr-10
63251	Alabama	US	54	0	0	Apr-10
63252	Florida	US	5	0	0	Apr-10
63253	Georgia	US	37	2	0	Apr-10
63254	Illinois	US	1	0	0	Apr-10
63255	Michigan	US	65	1	0	Apr-10
63256	Mississippi	US	13	0	0	Apr-10
63257	South Carolina	US	6	1	0	Apr-10
63258	Texas	US	14	0	0	Apr-10
63259	Texas	US	1	0	0	Apr-10
63260	Missouri	US	21	1	0	Apr-10
63261	Kentucky	US	8	1	0	Apr-10
63262	Wisconsin	US	4	0	0	Apr-10
63263	Maryland	US	76	1	0	Apr-10
63264	Idaho	US	1	0	0	Apr-10
63265	Pennsylvania	US	11	1	0	Apr-10
63266	Georgia	US	19	0	0	Apr-10
63267	Missouri	US	26	1	0	Apr-10
63268	New Jersey	US	1072	29	0	Apr-10
63269	Louisiana	US	1	0	0	Apr-10
63270	Pennsylvania	US	1	0	0	Apr-10
63271	Texas	US	147	3	0	Apr-10
63272	Texas	US	3	0	0	Apr-10
63273	Kentucky	US	29	3	0	Apr-10
63274	Tennessee	US	10	0	0	Apr-10
63275	Virginia	US	7	0	0	Apr-10
63276	Wyoming	US	9	0	0	Apr-10
63277	Oklahoma	US	52	1	0	Apr-10
63278	Georgia	US	4	0	0	Apr-10
63279	Tennessee	US	7	0	0	Apr-10
63280	Idaho	US	139	4	0	Apr-10
63281	Missouri	US	26	1	0	Apr-10
63282	New Jersey	US	116	5	0	Apr-10
63283	Montana	US	6	0	0	Apr-10
63284	Pennsylvania	US	93	3	0	Apr-10
63285	Utah	US	2	0	0	Apr-10
63286	Wyoming	US	4	0	0	Apr-10
63287	Idaho	US	1	0	0	Apr-10
63288	Minnesota	US	18	0	0	Apr-10
63289	Maryland	US	12	0	0	Apr-10
63290	Virginia	US	6	0	0	Apr-10
63291	Arkansas	US	2	0	0	Apr-10
63292	Georgia	US	197	5	0	Apr-10
63293	Illinois	US	5	1	0	Apr-10
63294	Indiana	US	4	0	0	Apr-10
63295	Iowa	US	1	0	0	Apr-10
63296	Kentucky	US	2	0	0	Apr-10
63297	Maryland	US	214	19	0	Apr-10
63298	Mississippi	US	7	0	0	Apr-10
63299	New Hampshire	US	23	0	0	Apr-10
63300	Ohio	US	10	0	0	Apr-10
63301	Tennessee	US	10	0	0	Apr-10
63302	Virginia	US	3	0	0	Apr-10
63303	Nevada	US	15	0	0	Apr-10
63304	Kentucky	US	1	0	0	Apr-10
63305	Missouri	US	3	1	0	Apr-10
63306	Oklahoma	US	1	0	0	Apr-10
63307	Tennessee	US	3	0	0	Apr-10
63308	North Carolina	US	20	1	0	Apr-10
63309	Minnesota	US	12	0	0	Apr-10
63310	Montana	US	12	0	0	Apr-10
63311	Indiana	US	18	1	0	Apr-10
63312	Michigan	US	12	1	0	Apr-10
63313	Minnesota	US	3	0	0	Apr-10
63314	Missouri	US	27	1	0	Apr-10
63315	Nebraska	US	3	0	0	Apr-10
63316	North Dakota	US	88	1	0	Apr-10
63317	Texas	US	4	0	0	Apr-10
63318	Idaho	US	6	1	0	Apr-10
63319	Texas	US	11	1	0	Apr-10
63320	North Carolina	US	3	0	0	Apr-10
63321	Louisiana	US	18	1	0	Apr-10
63322	North Carolina	US	29	1	0	Apr-10
63323	Georgia	US	11	0	0	Apr-10
63324	New Mexico	US	1	0	0	Apr-10
63325	New York	US	18	0	0	Apr-10
63326	New York	US	27	1	0	Apr-10
63327	Maryland	US	64	1	0	Apr-10
63328	Iowa	US	20	0	0	Apr-10
63329	Missouri	US	5	0	0	Apr-10
63330	Pennsylvania	US	61	0	0	Apr-10
63331	Iowa	US	13	0	0	Apr-10
63332	Colorado	US	26	2	0	Apr-10
63333	Alabama	US	168	8	0	Apr-10
63334	Texas	US	24	0	0	Apr-10
63335	Illinois	US	79	2	0	Apr-10
63336	Ohio	US	6	0	0	Apr-10
63337	Missouri	US	4	0	0	Apr-10
63338	Maryland	US	220	4	0	Apr-10
63339	Virginia	US	7	0	0	Apr-10
63340	South Dakota	US	3	0	0	Apr-10
63341	South Carolina	US	328	1	0	Apr-10
63342	Michigan	US	10	0	0	Apr-10
63343	Florida	US	85	4	0	Apr-10
63344	Virginia	US	2	0	0	Apr-10
63345	Virginia	US	28	1	0	Apr-10
63346	Georgia	US	2	0	0	Apr-10
63347	Georgia	US	136	5	0	Apr-10
63348	North Carolina	US	26	0	0	Apr-10
63349	Georgia	US	3	0	0	Apr-10
63350	Georgia	US	4	1	0	Apr-10
63351	Kansas	US	3	0	0	Apr-10
63352	New York	US	22	2	0	Apr-10
63353	New Mexico	US	18	0	0	Apr-10
63354	Tennessee	US	17	0	0	Apr-10
63355	Michigan	US	10	1	0	Apr-10
63356	Washington	US	45	3	0	Apr-10
63357	New York	US	59	1	0	Apr-10
63358	New York	US	60	0	0	Apr-10
63359	Alabama	US	7	0	0	Apr-10
63360	Georgia	US	170	7	0	Apr-10
63361	Kansas	US	5	0	0	Apr-10
63362	North Carolina	US	10	1	0	Apr-10
63363	Oklahoma	US	18	1	0	Apr-10
63364	South Carolina	US	8	0	0	Apr-10
63365	Texas	US	6	0	0	Apr-10
63366	Nebraska	US	1	0	0	Apr-10
63367	Virginia	US	109	0	0	Apr-10
63368	New Hampshire	US	14	0	0	Apr-10
63369	Pennsylvania	US	485	9	0	Apr-10
63370	South Carolina	US	17	0	0	Apr-10
63371	Tennessee	US	6	0	0	Apr-10
63372	South Carolina	US	22	0	0	Apr-10
63373	Virginia	US	179	0	0	Apr-10
63374	Nebraska	US	1	0	0	Apr-10
63375	Iowa	US	2	0	0	Apr-10
63376	Mississippi	US	21	2	0	Apr-10
63377	Arkansas	US	4	0	0	Apr-10
63378	Alabama	US	26	0	0	Apr-10
63379	Michigan	US	1	1	0	Apr-10
63380	Wisconsin	US	18	0	0	Apr-10
63381	Minnesota	US	6	1	0	Apr-10
63382	Vermont	US	336	15	0	Apr-10
63383	Alabama	US	6	0	0	Apr-10
63384	Mississippi	US	9	1	0	Apr-10
63385	Oklahoma	US	2	0	0	Apr-10
63386	North Carolina	US	2	0	0	Apr-10
63387	Illinois	US	23	3	0	Apr-10
63388	Kentucky	US	45	3	0	Apr-10
63389	Missouri	US	17	0	0	Apr-10
63390	New Mexico	US	24	0	0	Apr-10
63391	Florida	US	60	6	0	Apr-10
63392	Oregon	US	109	3	0	Apr-10
63393	Louisiana	US	40	2	0	Apr-10
63394	Mississippi	US	3	0	0	Apr-10
63395	Tennessee	US	3	0	0	Apr-10
63396	Washington	US	11	0	0	Apr-10
63397	Michigan	US	3	1	0	Apr-10
63398	South Carolina	US	80	3	0	Apr-10
63399	Pennsylvania	US	10	0	0	Apr-10
63400	Arkansas	US	27	0	0	Apr-10
63401	Illinois	US	3	0	0	Apr-10
63402	Indiana	US	104	8	0	Apr-10
63403	Kentucky	US	11	0	0	Apr-10
63404	Missouri	US	1	0	0	Apr-10
63405	Nevada	US	2144	75	0	Apr-10
63406	Ohio	US	14	0	0	Apr-10
63407	South Dakota	US	1	0	0	Apr-10
63408	Washington	US	206	14	0	Apr-10
63409	Wisconsin	US	7	0	0	Apr-10
63410	Alabama	US	13	0	0	Apr-10
63411	Georgia	US	81	10	0	Apr-10
63412	Iowa	US	2	0	0	Apr-10
63413	Mississippi	US	13	1	0	Apr-10
63414	Virginia	US	3	0	0	Apr-10
63415	Oregon	US	5	0	0	Apr-10
63416	Alabama	US	11	0	0	Apr-10
63417	Arkansas	US	1	0	0	Apr-10
63418	Florida	US	114	7	0	Apr-10
63419	Georgia	US	15	1	0	Apr-10
63420	Indiana	US	11	0	0	Apr-10
63421	Iowa	US	2	0	0	Apr-10
63422	Kansas	US	1	0	0	Apr-10
63423	Minnesota	US	29	0	0	Apr-10
63424	Mississippi	US	17	0	0	Apr-10
63425	Missouri	US	42	1	0	Apr-10
63426	North Carolina	US	3	0	0	Apr-10
63427	South Dakota	US	6	0	0	Apr-10
63428	Tennessee	US	2	0	0	Apr-10
63429	Texas	US	1	0	0	Apr-10
63430	Georgia	US	310	11	0	Apr-10
63431	Iowa	US	6	0	0	Apr-10
63432	Colorado	US	10	0	0	Apr-10
63433	Pennsylvania	US	8	0	0	Apr-10
63434	Minnesota	US	2	0	0	Apr-10
